沙溪古镇,2019-01-01,2019-01-02,4324138367529108,https://m.weibo.cn/status/4324138367529108,LukeDesign,沿路风景，昆明-洱海-大理-沙溪#云南##大理##洱海##沙溪古镇#2昆明·泡在昆明赖着不走​,01月02日22:13,,,6,2019-01-1418:35:51
沙溪古镇,2019-01-01,2019-01-02,4324064111108878,https://m.weibo.cn/status/4324064111108878,昆明吃喝玩乐情报,#昆明身边事#昆明旅游via@美景游P1关于云南的行程住宿服装建议等P2昆明滇池民族村P3大理旅游攻略P4客栈介绍海舌公园P5洱海环线双廊古镇沙溪古镇P6白沙玉湖村P7束河古镇丽江旅游攻略P8云南其他景点介绍P9关于吃货​​​​美食推荐​,01月02日17:18,,,1,2019-01-1418:35:52
沙溪古镇,2019-01-01,2019-01-02,4324033186786162,https://m.weibo.cn/status/4324033186786162,旅游之后,#新浪看点#被遗忘的沙溪古镇，茶马古道上的驿站，保留了历史的痕迹O被遗忘的沙溪古镇，茶马古道上的驿站，保留了历史的痕迹​,01月02日15:15,,,,2019-01-1418:35:52
沙溪古镇,2019-01-01,2019-01-02,4324032267952529,https://m.weibo.cn/status/4324032267952529,King-娜娜,📍沙溪古镇计划去大理的时候还没有想好去哪里，但是民宿老板很贴心的给我提了些意见，里面就有沙溪古镇，非常果断的，买机票，走～都说古镇差不多，大同小异，但是一方水土养一方人，再一样的东西，也能玩出你自己的味道，这个就是我的旅行～带有辣辣风味的自由行；大理的蓝，不说了，沙​展开全文c 📍沙溪古镇计划去大理的时候还没有想好去哪里，但是民宿老板很贴心的给我提了些意见，里面就有沙溪古镇，非常果断的，买机票，走～都说古镇差不多，大同小异，但是一方水土养一方人，再一样的东西，也能玩出你自己的味道，这个就是我的旅行～带有辣辣风味的自由行；大理的蓝，不说了，沙溪的风味，不仅带有大理的蓝，还有他自己的美，甜，和温柔虽然整个古镇都是大大小小的民宿，然而每间都不一样每个都有自己的特点，最重要的是，他们，小镇的人民的热情好客，值得你来体验一番；所以，你要来吗？#辣辣的自由行##云南自由行##大理自由行##V影响力峰会##不止旅行#2大理白族自治州·剑川沙溪古镇收起全文d,01月02日15:11,,2,2,2019-01-1418:35:52
沙溪古镇,2019-01-01,2019-01-02,4324018141929885,https://m.weibo.cn/status/4324018141929885,瓶子随记,你好，沙溪古镇！2大理白族自治州·剑川沙溪古镇​,01月02日14:15,,,,2019-01-1418:35:53
沙溪古镇,2019-01-01,2019-01-02,4323987779199830,https://m.weibo.cn/status/4323987779199830,波斯菊非洲菊,【旅途囧事】这次去旅行发生了件意想不到的事，上午游了鸡足山，下午到沙溪古镇时发现脚上的户外鞋底裂开很的厉害，这双捷克产的鞋平时都舍不得穿，看上去还很新没想却在这半道小地方面临掉鞋底的困境。​,01月02日12:14,,,1,2019-01-1418:35:54
沙溪古镇,2019-01-01,2019-01-02,4323975917819320,https://m.weibo.cn/status/4323975917819320,里程碑旅行,沙溪古镇|如果你错过了几十年前的丽江，这里依然保有着那份最初的宁静O沙溪古镇|如果你错过了几十年前的丽江，这里依然保有着那份最初的宁静​,01月02日11:27,,,2,2019-01-1418:35:54
沙溪古镇,2019-01-01,2019-01-02,4323972256095954,https://m.weibo.cn/status/4323972256095954,用户6776179512,发表了博文《沙溪古镇》沙溪古镇（2018.12.18小雪）沙溪古镇是一座有着1300多年历史的江南水乡古镇。古镇内保存着明清临水建筑和漫长的古街、古朴的古桥，阳光下悠闲滴在古镇上走走看看，心也宁静了…O沙溪古镇​,01月02日11:13,,,,2019-01-1418:35:54
沙溪古镇,2019-01-01,2019-01-02,4323964199327594,https://m.weibo.cn/status/4323964199327594,梓暄阁,#O网页链接#茶马古道上幸存下来的千年古镇——沙溪古镇[呵呵]，那里有蓝天白云，白墙青瓦，参天古树，在那里，它可以把你的梦留下，让你的人生就此变得多彩与温柔。​,01月02日10:41,,,,2019-01-1418:35:54
沙溪古镇,2019-01-01,2019-01-02,4323955463089290,https://m.weibo.cn/status/4323955463089290,太仓日报社,#太报导读#【逛迎新年货会品水乡“年味儿”】2018年12月30日，临近元旦，虽然寒风料峭，古朴的沙溪古镇中市街上却热闹非凡。当天，2019太仓旅游迎新年货会在这里举行，数千市民游客走进沙溪老街，体验江南水乡的浓浓年味。​,01月02日10:06,,,1,2019-01-1418:35:55
沙溪古镇,2019-01-01,2019-01-02,4323940081702742,https://m.weibo.cn/status/4323940081702742,沙溪旅拍,沙溪古镇的山。。。。​,01月02日09:05,,,,2019-01-1418:35:55
沙溪古镇,2019-01-01,2019-01-02,4323907891112934,https://m.weibo.cn/status/4323907891112934,hzlvic_houhou,#沙溪古镇#古镇木屋旧筑依河而建，中间横亘着不同年代的石桥，各类斗篷船不时穿梭于期间，构成一幅幅最典型的江南唯美山水画。一代代世居居民在古镇延续无数不老的故事和生活场景，给小镇平添了生活气息和浪漫色彩。古街上被磨平的光滑石路见证着这里的悠久。​,01月02日06:57,,,12,2019-01-1418:35:55
沙溪古镇,2019-01-01,2019-01-02,4323888312178357,https://m.weibo.cn/status/4323888312178357,蒋航2017,【被遗忘的沙溪古镇，茶马古道上的驿站，保留了历史的痕迹】（来自@一点资讯）O被遗忘的沙溪古镇，茶马古道上的驿站，保留了历史的痕迹​,01月02日05:39,,,1,2019-01-1418:35:55
沙溪古镇,2019-01-01,2019-01-02,4323780388561674,https://m.weibo.cn/status/4323780388561674,大甜-ART,每天画唠手绘今日进度—“沙溪古镇-古建筑”​,01月01日22:30,,,4,2019-01-1418:35:55
沙溪古镇,2019-01-01,2019-01-02,4323775984184132,https://m.weibo.cn/status/4323775984184132,竹子1311,庆祝元旦，朋友特意推出沙溪古镇的新款八大碗。学来一句话，送给新年的自己：只吃不胖，只生欢喜不生愁。​,01月01日22:13,,2,,2019-01-1418:35:56
沙溪古镇,2019-01-01,2019-01-02,4323772322247185,https://m.weibo.cn/status/4323772322247185,苏晓建的昵称不可用,#你好2019#在路上，遇见最好的自己1清晨的沙溪古镇2-3雪中的旺山4凤凰书城teatimes观看吴晓波年终秀5-7雪后登莫干山、夜游湖州状元街8朋友说，元旦要吃元宵，我信了9返回太仓的路上，苏州的夜景……​,01月01日21:58,,1,1,2019-01-1418:35:57
沙溪古镇,2019-01-01,2019-01-02,4323757457620921,https://m.weibo.cn/status/4323757457620921,词不达意wx,初见沙溪🌈#沙溪古镇##茶马古道#2大理白族自治州·剑川沙溪古镇​,01月01日20:59,,3,4,2019-01-1418:35:58
沙溪古镇,2019-01-01,2019-01-02,4323752362285647,https://m.weibo.cn/status/4323752362285647,卡哇伊的猪2313410375_fzw,【云南“六宗最”】1、最文艺-和顺侨乡2、最内涵--诺邓古镇3、最老古城--沙溪古镇4、最秀美--丙中洛5、最异域--章郎古寨6、最原始--翁丁古寨。​,01月01日20:39,,,,2019-01-1418:36:00
沙溪古镇,2019-01-01,2019-01-02,4323715351335402,https://m.weibo.cn/status/4323715351335402,巫女11086,沙溪古镇音乐会微博视频​,01月01日18:12,,,,2019-01-1418:36:00
沙溪古镇,2019-01-01,2019-01-02,4323701300451667,https://m.weibo.cn/status/4323701300451667,沙溪旅拍,沙溪古镇。。。。​,01月01日17:16,,,,2019-01-1418:36:00
沙溪古镇,2019-01-01,2019-01-02,4323670929031333,https://m.weibo.cn/status/4323670929031333,旅行纯玩攻略君,大理旅游大理剑川县沙溪古镇，一个很安静的地方，人比较少，没遍地的酒吧和KTV，是一个可以安安静静支着架子拍照的地方~​,01月01日15:15,,1,,2019-01-1418:36:01
沙溪古镇,2019-01-01,2019-01-02,4323656736282551,https://m.weibo.cn/status/4323656736282551,应有尽有77,元旦冬日暖阳下，走进沙溪古镇，都能畅快放松心情，赏景、拍照、自在，安安静静，慢慢悠悠。​,01月01日14:19,,,1,2019-01-1418:36:02
沙溪古镇,2019-01-01,2019-01-02,4323635529547177,https://m.weibo.cn/status/4323635529547177,靠谱得妞群香搏,【云南“六宗最”】1、最文艺-和顺侨乡2、最内涵--诺邓古镇3、最老古城--沙溪古镇4、最秀美--丙中洛5、最异域--章郎古寨6、最原始--翁丁古寨。​,01月01日12:55,,,1,2019-01-1418:36:02
沙溪古镇,2019-01-01,2019-01-02,4323526393545730,https://m.weibo.cn/status/4323526393545730,小九九1108884761,有一天，背着背包，带着相机，拉着恋人或密友，一起向着宁静优美的小城出发：1、丽江古城；2、大理古城；3、腾冲和顺古镇；4、诺邓古村；5束河古镇；6、独克宗古镇；7、沙溪古镇；8、双廊渔港小镇；9、建水古城；10、巍山古城。​,01月01日05:41,,,1,2019-01-1418:36:02
沙溪古镇,2019-01-01,2019-01-02,4323500401589437,https://m.weibo.cn/status/4323500401589437,逊丽芳kangaroo,【云南“六宗最”】1、最文艺-和顺侨乡2、最内涵--诺邓古镇3、最老古城--沙溪古镇4、最秀美--丙中洛5、最异域--章郎古寨6、最原始--翁丁古寨。​,01月01日03:58,,,1,2019-01-1418:36:03
沙溪古镇,2019-01-01,2019-01-02,4323487382310732,https://m.weibo.cn/status/4323487382310732,具三源前,【云南“六宗最”】1、最文艺-和顺侨乡2、最内涵--诺邓古镇3、最老古城--沙溪古镇4、最秀美--丙中洛5、最异域--章郎古寨6、最原始--翁丁古寨。​,01月01日03:06,,,,2019-01-1418:36:03
沙溪古镇,2019-01-01,2019-01-02,4323461985907517,https://m.weibo.cn/status/4323461985907517,贵阳收购驾照分驾驶证分,【云南除了丽江之外，还有诸多古色古香的小城小镇不为人们所知，这些地方也充满了故事】1、娜姑古镇；2、景洪橄榄坝；3、大理云龙县诺邓村；4、大理沙溪古镇；5、和顺古镇；6、建水团山村；7、临沧鲁史镇；8、普洱孟连娜允古镇；9、楚雄石羊古镇；10、楚雄禄丰县黑井古镇。​,01月01日01:25,,,,2019-01-1418:36:03
